unsupervised_model,supervised_model,gene_set,normalization,task,group,label_type,num_genes,num_features,num_samples,num_classes,score,score_units
PCA,k nearest neighbor,all,tpm,GSE65832 lesional,train,binary,57992,512,40,2,0.5,AUC
PCA,k nearest neighbor,all,tpm,LGG grade,train,binary,57992,512,532,2,0.6515696393054884,AUC
PCA,k nearest neighbor,all,tpm,KIRC stage,train,binary,57992,512,544,2,0.6372409193018307,AUC
PCA,k nearest neighbor,all,tpm,UCEC grade,train,binary,57992,512,554,2,0.7501045150501673,AUC
PCA,k nearest neighbor,all,tpm,GSE67785 lesional,test,binary,57992,512,28,2,1.0,AUC
PCA,k nearest neighbor,all,tpm,GSE66207 disease type,train,multiclass,57992,512,20,3,0.29999999999999993,class accuracy
PCA,k nearest neighbor,all,tpm,GSE50244 diabetic,validate,multiclass,57992,512,76,3,0.6458333333333334,class accuracy
PCA,k nearest neighbor,all,tpm,GSE47944 lesional,validate,multiclass,57992,512,63,3,0.8125874125874126,class accuracy
PCA,k nearest neighbor,all,clr,GSE72819 remission,validate,binary,57992,512,69,2,0.4462121212121212,AUC
PCA,k nearest neighbor,all,clr,STAD stage,train,binary,57992,512,416,2,0.6119586859133898,AUC
PCA,k nearest neighbor,all,clr,KIRC grade,train,binary,57992,512,544,2,0.5598171649438808,AUC
PCA,k nearest neighbor,all,clr,LUSC stage,validate,binary,57992,512,504,2,0.5797014805922369,AUC
PCA,k nearest neighbor,all,clr,PAAD grade,train,binary,57992,512,179,2,0.5537891737891738,AUC
PCA,k nearest neighbor,all,clr,BRCA stage,test,binary,57992,512,1134,2,0.5616862965814438,AUC
PCA,k nearest neighbor,all,clr,SKCM stage,train,binary,57992,512,249,2,0.5486346915676287,AUC
PCA,k nearest neighbor,all,clr,LIHC stage,train,binary,57992,512,374,2,0.5610286935286934,AUC
PCA,k nearest neighbor,all,clr,THCA stage,train,binary,57992,512,513,2,0.5689199859495008,AUC
PCA,k nearest neighbor,all,clr,LUAD stage,train,binary,57992,512,542,2,0.5720846061598238,AUC
PCA,k nearest neighbor,all,clr,CESC grade,train,binary,57992,512,306,2,0.6087603335601047,AUC
PCA,k nearest neighbor,all,clr,LIHC grade,train,binary,57992,512,374,2,0.5692866666666667,AUC
PCA,k nearest neighbor,all,clr,COAD stage,train,binary,57992,512,505,2,0.5643165219787791,AUC
PCA,k nearest neighbor,all,clr,UCEC stage,train,binary,57992,512,554,2,0.6196046568273417,AUC
PCA,k nearest neighbor,all,clr,HNSC grade,test,binary,57992,512,504,2,0.6257552230378318,AUC
PCA,k nearest neighbor,all,clr,STAD grade,train,binary,57992,512,416,2,0.63553181272509,AUC
PCA,k nearest neighbor,all,clr,GSE65832 lesional,train,binary,57992,512,40,2,0.65,AUC
PCA,k nearest neighbor,all,clr,LGG grade,train,binary,57992,512,532,2,0.6718694565392679,AUC
PCA,k nearest neighbor,all,clr,KIRC stage,train,binary,57992,512,544,2,0.715089685309872,AUC
PCA,k nearest neighbor,all,clr,UCEC grade,train,binary,57992,512,554,2,0.8324038461538461,AUC
PCA,k nearest neighbor,all,clr,GSE67785 lesional,test,binary,57992,512,28,2,1.0,AUC
PCA,k nearest neighbor,all,clr,GSE66207 disease type,train,multiclass,57992,512,20,3,0.5166666666666666,class accuracy
PCA,k nearest neighbor,all,clr,GSE50244 diabetic,validate,multiclass,57992,512,76,3,0.6308333333333334,class accuracy
PCA,k nearest neighbor,all,clr,GSE47944 lesional,validate,multiclass,57992,512,63,3,0.9356643356643356,class accuracy
PCA,k nearest neighbor,all,z-score,GSE72819 remission,validate,binary,57992,512,69,2,0.3977272727272728,AUC
PCA,k nearest neighbor,all,z-score,STAD stage,train,binary,57992,512,416,2,0.5940973950555831,AUC
PCA,k nearest neighbor,all,z-score,KIRC grade,train,binary,57992,512,544,2,0.5491945376621707,AUC
PCA,k nearest neighbor,all,z-score,LUSC stage,validate,binary,57992,512,504,2,0.5810036014405762,AUC
PCA,k nearest neighbor,all,z-score,PAAD grade,train,binary,57992,512,179,2,0.6034757834757833,AUC
PCA,k nearest neighbor,all,z-score,BRCA stage,test,binary,57992,512,1134,2,0.5314168955767288,AUC
PCA,k nearest neighbor,all,z-score,SKCM stage,train,binary,57992,512,249,2,0.5882704914167138,AUC
PCA,k nearest neighbor,all,z-score,LIHC stage,train,binary,57992,512,374,2,0.5764629120879121,AUC
PCA,k nearest neighbor,all,z-score,THCA stage,train,binary,57992,512,513,2,0.5356526988175146,AUC
PCA,k nearest neighbor,all,z-score,LUAD stage,train,binary,57992,512,542,2,0.6012671538568284,AUC
PCA,k nearest neighbor,all,z-score,CESC grade,train,binary,57992,512,306,2,0.6189744521409282,AUC
PCA,k nearest neighbor,all,z-score,LIHC grade,train,binary,57992,512,374,2,0.5734466666666667,AUC
PCA,k nearest neighbor,all,z-score,COAD stage,train,binary,57992,512,505,2,0.5312307164839203,AUC
PCA,k nearest neighbor,all,z-score,UCEC stage,train,binary,57992,512,554,2,0.6336161006364123,AUC
PCA,k nearest neighbor,all,z-score,HNSC grade,test,binary,57992,512,504,2,0.6421372106154715,AUC
PCA,k nearest neighbor,all,z-score,STAD grade,train,binary,57992,512,416,2,0.6153817527010803,AUC
PCA,k nearest neighbor,all,z-score,GSE65832 lesional,train,binary,57992,512,40,2,0.8125,AUC
PCA,k nearest neighbor,all,z-score,LGG grade,train,binary,57992,512,532,2,0.6735163683276891,AUC
PCA,k nearest neighbor,all,z-score,KIRC stage,train,binary,57992,512,544,2,0.6877880657177323,AUC
PCA,k nearest neighbor,all,z-score,UCEC grade,train,binary,57992,512,554,2,0.8311747491638795,AUC
PCA,k nearest neighbor,all,z-score,GSE67785 lesional,test,binary,57992,512,28,2,1.0,AUC
PCA,k nearest neighbor,all,z-score,GSE66207 disease type,train,multiclass,57992,512,20,3,0.4833333333333333,class accuracy
PCA,k nearest neighbor,all,z-score,GSE50244 diabetic,validate,multiclass,57992,512,76,3,0.6191666666666665,class accuracy
PCA,k nearest neighbor,all,z-score,GSE47944 lesional,validate,multiclass,57992,512,63,3,0.8307692307692308,class accuracy
PCA,k nearest neighbor,all,z-ternary,GSE72819 remission,validate,binary,57992,512,69,2,0.4878787878787879,AUC
PCA,k nearest neighbor,all,z-ternary,STAD stage,train,binary,57992,512,416,2,0.5227448703058459,AUC
PCA,k nearest neighbor,all,z-ternary,KIRC grade,train,binary,57992,512,544,2,0.5566588939907963,AUC
PCA,k nearest neighbor,all,z-ternary,LUSC stage,validate,binary,57992,512,504,2,0.5634909963985594,AUC
PCA,k nearest neighbor,all,z-ternary,PAAD grade,train,binary,57992,512,179,2,0.5684188034188035,AUC
PCA,k nearest neighbor,all,z-ternary,BRCA stage,test,binary,57992,512,1134,2,0.5355544896471096,AUC
PCA,k nearest neighbor,all,z-ternary,SKCM stage,train,binary,57992,512,249,2,0.5877729437841916,AUC
PCA,k nearest neighbor,all,z-ternary,LIHC stage,train,binary,57992,512,374,2,0.5224793956043957,AUC
PCA,k nearest neighbor,all,z-ternary,THCA stage,train,binary,57992,512,513,2,0.5332537089185249,AUC
PCA,k nearest neighbor,all,z-ternary,LUAD stage,train,binary,57992,512,542,2,0.5768519742640579,AUC
PCA,k nearest neighbor,all,z-ternary,CESC grade,train,binary,57992,512,306,2,0.5891851949203208,AUC
PCA,k nearest neighbor,all,z-ternary,LIHC grade,train,binary,57992,512,374,2,0.61442,AUC
PCA,k nearest neighbor,all,z-ternary,COAD stage,train,binary,57992,512,505,2,0.5341799051162425,AUC
PCA,k nearest neighbor,all,z-ternary,UCEC stage,train,binary,57992,512,554,2,0.5857262166747386,AUC
PCA,k nearest neighbor,all,z-ternary,HNSC grade,test,binary,57992,512,504,2,0.5929089026915114,AUC
PCA,k nearest neighbor,all,z-ternary,STAD grade,train,binary,57992,512,416,2,0.5942905162064825,AUC
PCA,k nearest neighbor,all,z-ternary,GSE65832 lesional,train,binary,57992,512,40,2,0.775,AUC
PCA,k nearest neighbor,all,z-ternary,LGG grade,train,binary,57992,512,532,2,0.6730997688544859,AUC
PCA,k nearest neighbor,all,z-ternary,KIRC stage,train,binary,57992,512,544,2,0.6754896607350622,AUC
PCA,k nearest neighbor,all,z-ternary,UCEC grade,train,binary,57992,512,554,2,0.8135184991638796,AUC
PCA,k nearest neighbor,all,z-ternary,GSE67785 lesional,test,binary,57992,512,28,2,0.9888888888888888,AUC
PCA,k nearest neighbor,all,z-ternary,GSE66207 disease type,train,multiclass,57992,512,20,3,0.4,class accuracy
PCA,k nearest neighbor,all,z-ternary,GSE50244 diabetic,validate,multiclass,57992,512,76,3,0.6983333333333333,class accuracy
PCA,k nearest neighbor,all,z-ternary,GSE47944 lesional,validate,multiclass,57992,512,63,3,0.7818181818181819,class accuracy
PCA,k nearest neighbor,O,tpm,GSE72819 remission,validate,binary,17970,512,69,2,0.47196969696969704,AUC
PCA,k nearest neighbor,O,tpm,STAD stage,train,binary,17970,512,416,2,0.5616558818649411,AUC
PCA,k nearest neighbor,O,tpm,KIRC grade,train,binary,17970,512,544,2,0.5650659517538359,AUC
PCA,k nearest neighbor,O,tpm,LUSC stage,validate,binary,17970,512,504,2,0.5861808723489397,AUC
PCA,k nearest neighbor,O,tpm,PAAD grade,train,binary,17970,512,179,2,0.575071225071225,AUC
PCA,k nearest neighbor,O,tpm,BRCA stage,test,binary,17970,512,1134,2,0.5109496112715632,AUC
PCA,k nearest neighbor,O,tpm,SKCM stage,train,binary,17970,512,249,2,0.5693359743444633,AUC
PCA,k nearest neighbor,O,tpm,LIHC stage,train,binary,17970,512,374,2,0.5576923076923077,AUC
PCA,k nearest neighbor,O,tpm,THCA stage,train,binary,17970,512,513,2,0.5653474694342607,AUC
PCA,k nearest neighbor,O,tpm,LUAD stage,train,binary,17970,512,542,2,0.6011441608440128,AUC
PCA,k nearest neighbor,O,tpm,CESC grade,train,binary,17970,512,306,2,0.5809512029191664,AUC
PCA,k nearest neighbor,O,tpm,LIHC grade,train,binary,17970,512,374,2,0.5897066666666666,AUC
PCA,k nearest neighbor,O,tpm,COAD stage,train,binary,17970,512,505,2,0.5643632420585708,AUC
PCA,k nearest neighbor,O,tpm,UCEC stage,train,binary,17970,512,554,2,0.5216527460326901,AUC
PCA,k nearest neighbor,O,tpm,HNSC grade,test,binary,17970,512,504,2,0.6936264822134388,AUC
PCA,k nearest neighbor,O,tpm,STAD grade,train,binary,17970,512,416,2,0.6357719087635054,AUC
PCA,k nearest neighbor,O,tpm,GSE65832 lesional,train,binary,17970,512,40,2,0.575,AUC
PCA,k nearest neighbor,O,tpm,LGG grade,train,binary,17970,512,532,2,0.6402018491641133,AUC
PCA,k nearest neighbor,O,tpm,KIRC stage,train,binary,17970,512,544,2,0.6144015651400713,AUC
PCA,k nearest neighbor,O,tpm,UCEC grade,train,binary,17970,512,554,2,0.7164119983277593,AUC
PCA,k nearest neighbor,O,tpm,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
PCA,k nearest neighbor,O,tpm,GSE66207 disease type,train,multiclass,17970,512,20,3,0.4999999999999999,class accuracy
PCA,k nearest neighbor,O,tpm,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.6975,class accuracy
PCA,k nearest neighbor,O,tpm,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.8223776223776225,class accuracy
PCA,k nearest neighbor,O,clr,GSE72819 remission,validate,binary,17970,512,69,2,0.5454545454545453,AUC
PCA,k nearest neighbor,O,clr,STAD stage,train,binary,17970,512,416,2,0.5554642995409546,AUC
PCA,k nearest neighbor,O,clr,KIRC grade,train,binary,17970,512,544,2,0.5316045311462771,AUC
PCA,k nearest neighbor,O,clr,LUSC stage,validate,binary,17970,512,504,2,0.6056790716286515,AUC
PCA,k nearest neighbor,O,clr,PAAD grade,train,binary,17970,512,179,2,0.6652136752136751,AUC
PCA,k nearest neighbor,O,clr,BRCA stage,test,binary,17970,512,1134,2,0.5539454555864691,AUC
PCA,k nearest neighbor,O,clr,SKCM stage,train,binary,17970,512,249,2,0.5335284616110167,AUC
PCA,k nearest neighbor,O,clr,LIHC stage,train,binary,17970,512,374,2,0.5986278998778999,AUC
PCA,k nearest neighbor,O,clr,THCA stage,train,binary,17970,512,513,2,0.5785636906764902,AUC
PCA,k nearest neighbor,O,clr,LUAD stage,train,binary,17970,512,542,2,0.5526845504648747,AUC
PCA,k nearest neighbor,O,clr,CESC grade,train,binary,17970,512,306,2,0.6571733203455172,AUC
PCA,k nearest neighbor,O,clr,LIHC grade,train,binary,17970,512,374,2,0.6327999999999999,AUC
PCA,k nearest neighbor,O,clr,COAD stage,train,binary,17970,512,505,2,0.6092120087665768,AUC
PCA,k nearest neighbor,O,clr,UCEC stage,train,binary,17970,512,554,2,0.6267020913522133,AUC
PCA,k nearest neighbor,O,clr,HNSC grade,test,binary,17970,512,504,2,0.6714473931865236,AUC
PCA,k nearest neighbor,O,clr,STAD grade,train,binary,17970,512,416,2,0.6542208883553421,AUC
PCA,k nearest neighbor,O,clr,GSE65832 lesional,train,binary,17970,512,40,2,0.78125,AUC
PCA,k nearest neighbor,O,clr,LGG grade,train,binary,17970,512,532,2,0.6606219426974145,AUC
PCA,k nearest neighbor,O,clr,KIRC stage,train,binary,17970,512,544,2,0.7119461490457122,AUC
PCA,k nearest neighbor,O,clr,UCEC grade,train,binary,17970,512,554,2,0.8374738712374583,AUC
PCA,k nearest neighbor,O,clr,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
PCA,k nearest neighbor,O,clr,GSE66207 disease type,train,multiclass,17970,512,20,3,0.5666666666666667,class accuracy
PCA,k nearest neighbor,O,clr,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.5933333333333333,class accuracy
PCA,k nearest neighbor,O,clr,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.9692307692307692,class accuracy
PCA,k nearest neighbor,O,z-score,GSE72819 remission,validate,binary,17970,512,69,2,0.4916666666666666,AUC
PCA,k nearest neighbor,O,z-score,STAD stage,train,binary,17970,512,416,2,0.5509512748188706,AUC
PCA,k nearest neighbor,O,z-score,KIRC grade,train,binary,17970,512,544,2,0.5767686342829814,AUC
PCA,k nearest neighbor,O,z-score,LUSC stage,validate,binary,17970,512,504,2,0.5810708283313325,AUC
PCA,k nearest neighbor,O,z-score,PAAD grade,train,binary,17970,512,179,2,0.5908119658119657,AUC
PCA,k nearest neighbor,O,z-score,BRCA stage,test,binary,17970,512,1134,2,0.5355633824013311,AUC
PCA,k nearest neighbor,O,z-score,SKCM stage,train,binary,17970,512,249,2,0.5439132946613846,AUC
PCA,k nearest neighbor,O,z-score,LIHC stage,train,binary,17970,512,374,2,0.5756547619047618,AUC
PCA,k nearest neighbor,O,z-score,THCA stage,train,binary,17970,512,513,2,0.5360349698032341,AUC
PCA,k nearest neighbor,O,z-score,LUAD stage,train,binary,17970,512,542,2,0.5690574708117211,AUC
PCA,k nearest neighbor,O,z-score,CESC grade,train,binary,17970,512,306,2,0.5614236089636547,AUC
PCA,k nearest neighbor,O,z-score,LIHC grade,train,binary,17970,512,374,2,0.6015266666666668,AUC
PCA,k nearest neighbor,O,z-score,COAD stage,train,binary,17970,512,505,2,0.5823043268568279,AUC
PCA,k nearest neighbor,O,z-score,UCEC stage,train,binary,17970,512,554,2,0.6475257595454764,AUC
PCA,k nearest neighbor,O,z-score,HNSC grade,test,binary,17970,512,504,2,0.602049218897045,AUC
PCA,k nearest neighbor,O,z-score,STAD grade,train,binary,17970,512,416,2,0.6609555822328932,AUC
PCA,k nearest neighbor,O,z-score,GSE65832 lesional,train,binary,17970,512,40,2,0.7,AUC
PCA,k nearest neighbor,O,z-score,LGG grade,train,binary,17970,512,532,2,0.6920187604149869,AUC
PCA,k nearest neighbor,O,z-score,KIRC stage,train,binary,17970,512,544,2,0.6783362343845438,AUC
PCA,k nearest neighbor,O,z-score,UCEC grade,train,binary,17970,512,554,2,0.8328057065217391,AUC
PCA,k nearest neighbor,O,z-score,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
PCA,k nearest neighbor,O,z-score,GSE66207 disease type,train,multiclass,17970,512,20,3,0.6333333333333333,class accuracy
PCA,k nearest neighbor,O,z-score,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.6716666666666666,class accuracy
PCA,k nearest neighbor,O,z-score,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.8741258741258742,class accuracy
PCA,k nearest neighbor,O,z-ternary,GSE72819 remission,validate,binary,17970,512,69,2,0.4734848484848485,AUC
PCA,k nearest neighbor,O,z-ternary,STAD stage,train,binary,17970,512,416,2,0.5543374260273215,AUC
PCA,k nearest neighbor,O,z-ternary,KIRC grade,train,binary,17970,512,544,2,0.5702151646971129,AUC
PCA,k nearest neighbor,O,z-ternary,LUSC stage,validate,binary,17970,512,504,2,0.5582432973189275,AUC
PCA,k nearest neighbor,O,z-ternary,PAAD grade,train,binary,17970,512,179,2,0.5623361823361823,AUC
PCA,k nearest neighbor,O,z-ternary,BRCA stage,test,binary,17970,512,1134,2,0.5505761155942632,AUC
PCA,k nearest neighbor,O,z-ternary,SKCM stage,train,binary,17970,512,249,2,0.5972363704961328,AUC
PCA,k nearest neighbor,O,z-ternary,LIHC stage,train,binary,17970,512,374,2,0.5775328144078145,AUC
PCA,k nearest neighbor,O,z-ternary,THCA stage,train,binary,17970,512,513,2,0.5428937091546676,AUC
PCA,k nearest neighbor,O,z-ternary,LUAD stage,train,binary,17970,512,542,2,0.5863691651570898,AUC
PCA,k nearest neighbor,O,z-ternary,CESC grade,train,binary,17970,512,306,2,0.6188213814500999,AUC
PCA,k nearest neighbor,O,z-ternary,LIHC grade,train,binary,17970,512,374,2,0.60221,AUC
PCA,k nearest neighbor,O,z-ternary,COAD stage,train,binary,17970,512,505,2,0.5709727389646778,AUC
PCA,k nearest neighbor,O,z-ternary,UCEC stage,train,binary,17970,512,554,2,0.6488922616569377,AUC
PCA,k nearest neighbor,O,z-ternary,HNSC grade,test,binary,17970,512,504,2,0.539942123094297,AUC
PCA,k nearest neighbor,O,z-ternary,STAD grade,train,binary,17970,512,416,2,0.6583613445378151,AUC
PCA,k nearest neighbor,O,z-ternary,GSE65832 lesional,train,binary,17970,512,40,2,0.80625,AUC
PCA,k nearest neighbor,O,z-ternary,LGG grade,train,binary,17970,512,532,2,0.6826996989732839,AUC
PCA,k nearest neighbor,O,z-ternary,KIRC stage,train,binary,17970,512,544,2,0.7067643056494531,AUC
PCA,k nearest neighbor,O,z-ternary,UCEC grade,train,binary,17970,512,554,2,0.8341748536789299,AUC
PCA,k nearest neighbor,O,z-ternary,GSE67785 lesional,test,binary,17970,512,28,2,0.9666666666666666,AUC
PCA,k nearest neighbor,O,z-ternary,GSE66207 disease type,train,multiclass,17970,512,20,3,0.35,class accuracy
PCA,k nearest neighbor,O,z-ternary,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.6316666666666666,class accuracy
PCA,k nearest neighbor,O,z-ternary,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.8713286713286713,class accuracy
PCA,k nearest neighbor,OT,tpm,GSE72819 remission,validate,binary,1530,512,69,2,0.3,AUC
PCA,k nearest neighbor,OT,tpm,STAD stage,train,binary,1530,512,416,2,0.527864885791715,AUC
PCA,k nearest neighbor,OT,tpm,KIRC grade,train,binary,1530,512,544,2,0.5776784630852705,AUC
PCA,k nearest neighbor,OT,tpm,LUSC stage,validate,binary,1530,512,504,2,0.5482136854741897,AUC
PCA,k nearest neighbor,OT,tpm,PAAD grade,train,binary,1530,512,179,2,0.5539601139601139,AUC
PCA,k nearest neighbor,OT,tpm,BRCA stage,test,binary,1530,512,1134,2,0.5518561528263772,AUC
PCA,k nearest neighbor,OT,tpm,SKCM stage,train,binary,1530,512,249,2,0.5097758677607999,AUC
PCA,k nearest neighbor,OT,tpm,LIHC stage,train,binary,1530,512,374,2,0.4850007631257631,AUC
PCA,k nearest neighbor,OT,tpm,THCA stage,train,binary,1530,512,513,2,0.5328719102184911,AUC
PCA,k nearest neighbor,OT,tpm,LUAD stage,train,binary,1530,512,542,2,0.5341382027033615,AUC
PCA,k nearest neighbor,OT,tpm,CESC grade,train,binary,1530,512,306,2,0.6045030871832932,AUC
PCA,k nearest neighbor,OT,tpm,LIHC grade,train,binary,1530,512,374,2,0.5860100000000001,AUC
PCA,k nearest neighbor,OT,tpm,COAD stage,train,binary,1530,512,505,2,0.5496028957262938,AUC
PCA,k nearest neighbor,OT,tpm,UCEC stage,train,binary,1530,512,554,2,0.6250126744327661,AUC
PCA,k nearest neighbor,OT,tpm,HNSC grade,test,binary,1530,512,504,2,0.5689558629776021,AUC
PCA,k nearest neighbor,OT,tpm,STAD grade,train,binary,1530,512,416,2,0.6351788715486194,AUC
PCA,k nearest neighbor,OT,tpm,GSE65832 lesional,train,binary,1530,512,40,2,0.6,AUC
PCA,k nearest neighbor,OT,tpm,LGG grade,train,binary,1530,512,532,2,0.6667782078159437,AUC
PCA,k nearest neighbor,OT,tpm,KIRC stage,train,binary,1530,512,544,2,0.6783395866537368,AUC
PCA,k nearest neighbor,OT,tpm,UCEC grade,train,binary,1530,512,554,2,0.7437944188963209,AUC
PCA,k nearest neighbor,OT,tpm,GSE67785 lesional,test,binary,1530,512,28,2,0.9666666666666666,AUC
PCA,k nearest neighbor,OT,tpm,GSE66207 disease type,train,multiclass,1530,512,20,3,0.4833333333333333,class accuracy
PCA,k nearest neighbor,OT,tpm,GSE50244 diabetic,validate,multiclass,1530,512,76,3,0.6575,class accuracy
PCA,k nearest neighbor,OT,tpm,GSE47944 lesional,validate,multiclass,1530,512,63,3,0.8405594405594405,class accuracy
PCA,k nearest neighbor,OT,clr,GSE72819 remission,validate,binary,1530,512,69,2,0.5303030303030303,AUC
PCA,k nearest neighbor,OT,clr,STAD stage,train,binary,1530,512,416,2,0.5050494994745867,AUC
PCA,k nearest neighbor,OT,clr,KIRC grade,train,binary,1530,512,544,2,0.5313041525310525,AUC
PCA,k nearest neighbor,OT,clr,LUSC stage,validate,binary,1530,512,504,2,0.5930444177671068,AUC
PCA,k nearest neighbor,OT,clr,PAAD grade,train,binary,1530,512,179,2,0.482022792022792,AUC
PCA,k nearest neighbor,OT,clr,BRCA stage,test,binary,1530,512,1134,2,0.5709951533980302,AUC
PCA,k nearest neighbor,OT,clr,SKCM stage,train,binary,1530,512,249,2,0.545767308055084,AUC
PCA,k nearest neighbor,OT,clr,LIHC stage,train,binary,1530,512,374,2,0.5365934065934066,AUC
PCA,k nearest neighbor,OT,clr,THCA stage,train,binary,1530,512,513,2,0.5764508911440529,AUC
PCA,k nearest neighbor,OT,clr,LUAD stage,train,binary,1530,512,542,2,0.5642619270639948,AUC
PCA,k nearest neighbor,OT,clr,CESC grade,train,binary,1530,512,306,2,0.5809885686601934,AUC
PCA,k nearest neighbor,OT,clr,LIHC grade,train,binary,1530,512,374,2,0.6521033333333334,AUC
PCA,k nearest neighbor,OT,clr,COAD stage,train,binary,1530,512,505,2,0.5968306954861317,AUC
PCA,k nearest neighbor,OT,clr,UCEC stage,train,binary,1530,512,554,2,0.6328655476346252,AUC
PCA,k nearest neighbor,OT,clr,HNSC grade,test,binary,1530,512,504,2,0.5723320158102767,AUC
PCA,k nearest neighbor,OT,clr,STAD grade,train,binary,1530,512,416,2,0.6378907563025209,AUC
PCA,k nearest neighbor,OT,clr,GSE65832 lesional,train,binary,1530,512,40,2,0.55,AUC
PCA,k nearest neighbor,OT,clr,LGG grade,train,binary,1530,512,532,2,0.6750792882868355,AUC
PCA,k nearest neighbor,OT,clr,KIRC stage,train,binary,1530,512,544,2,0.6781090193631149,AUC
PCA,k nearest neighbor,OT,clr,UCEC grade,train,binary,1530,512,554,2,0.8388174122073578,AUC
PCA,k nearest neighbor,OT,clr,GSE67785 lesional,test,binary,1530,512,28,2,0.9555555555555556,AUC
PCA,k nearest neighbor,OT,clr,GSE66207 disease type,train,multiclass,1530,512,20,3,0.3666666666666666,class accuracy
PCA,k nearest neighbor,OT,clr,GSE50244 diabetic,validate,multiclass,1530,512,76,3,0.6191666666666666,class accuracy
PCA,k nearest neighbor,OT,clr,GSE47944 lesional,validate,multiclass,1530,512,63,3,0.8307692307692307,class accuracy
PCA,k nearest neighbor,OT,z-score,GSE72819 remission,validate,binary,1530,512,69,2,0.4492424242424242,AUC
PCA,k nearest neighbor,OT,z-score,STAD stage,train,binary,1530,512,416,2,0.5489450251645375,AUC
PCA,k nearest neighbor,OT,z-score,KIRC grade,train,binary,1530,512,544,2,0.556077880733655,AUC
PCA,k nearest neighbor,OT,z-score,LUSC stage,validate,binary,1530,512,504,2,0.5907490996398559,AUC
PCA,k nearest neighbor,OT,z-score,PAAD grade,train,binary,1530,512,179,2,0.5735754985754987,AUC
PCA,k nearest neighbor,OT,z-score,BRCA stage,test,binary,1530,512,1134,2,0.5688574117751427,AUC
PCA,k nearest neighbor,OT,z-score,SKCM stage,train,binary,1530,512,249,2,0.5780460054706659,AUC
PCA,k nearest neighbor,OT,z-score,LIHC stage,train,binary,1530,512,374,2,0.5959607753357753,AUC
PCA,k nearest neighbor,OT,z-score,THCA stage,train,binary,1530,512,513,2,0.579147288194629,AUC
PCA,k nearest neighbor,OT,z-score,LUAD stage,train,binary,1530,512,542,2,0.6076219217757876,AUC
PCA,k nearest neighbor,OT,z-score,CESC grade,train,binary,1530,512,306,2,0.6060475807615395,AUC
PCA,k nearest neighbor,OT,z-score,LIHC grade,train,binary,1530,512,374,2,0.5802799999999999,AUC
PCA,k nearest neighbor,OT,z-score,COAD stage,train,binary,1530,512,505,2,0.557742770526979,AUC
PCA,k nearest neighbor,OT,z-score,UCEC stage,train,binary,1530,512,554,2,0.6343049100327696,AUC
PCA,k nearest neighbor,OT,z-score,HNSC grade,test,binary,1530,512,504,2,0.5689652738565781,AUC
PCA,k nearest neighbor,OT,z-score,STAD grade,train,binary,1530,512,416,2,0.6203409363745498,AUC
PCA,k nearest neighbor,OT,z-score,GSE65832 lesional,train,binary,1530,512,40,2,0.725,AUC
PCA,k nearest neighbor,OT,z-score,LGG grade,train,binary,1530,512,532,2,0.6815520346180722,AUC
PCA,k nearest neighbor,OT,z-score,KIRC stage,train,binary,1530,512,544,2,0.7391547718468531,AUC
PCA,k nearest neighbor,OT,z-score,UCEC grade,train,binary,1530,512,554,2,0.8124451295986622,AUC
PCA,k nearest neighbor,OT,z-score,GSE67785 lesional,test,binary,1530,512,28,2,1.0,AUC
PCA,k nearest neighbor,OT,z-score,GSE66207 disease type,train,multiclass,1530,512,20,3,0.5333333333333333,class accuracy
PCA,k nearest neighbor,OT,z-score,GSE50244 diabetic,validate,multiclass,1530,512,76,3,0.6725,class accuracy
PCA,k nearest neighbor,OT,z-score,GSE47944 lesional,validate,multiclass,1530,512,63,3,0.8923076923076924,class accuracy
PCA,k nearest neighbor,OT,z-ternary,GSE72819 remission,validate,binary,1530,512,69,2,0.4727272727272728,AUC
PCA,k nearest neighbor,OT,z-ternary,STAD stage,train,binary,1530,512,416,2,0.5318981251036999,AUC
PCA,k nearest neighbor,OT,z-ternary,KIRC grade,train,binary,1530,512,544,2,0.5480316698940224,AUC
PCA,k nearest neighbor,OT,z-ternary,LUSC stage,validate,binary,1530,512,504,2,0.5813813525410165,AUC
PCA,k nearest neighbor,OT,z-ternary,PAAD grade,train,binary,1530,512,179,2,0.5289601139601139,AUC
PCA,k nearest neighbor,OT,z-ternary,BRCA stage,test,binary,1530,512,1134,2,0.5851137297154907,AUC
PCA,k nearest neighbor,OT,z-ternary,SKCM stage,train,binary,1530,512,249,2,0.5546170533861534,AUC
PCA,k nearest neighbor,OT,z-ternary,LIHC stage,train,binary,1530,512,374,2,0.5800992063492063,AUC
PCA,k nearest neighbor,OT,z-ternary,THCA stage,train,binary,1530,512,513,2,0.5278175235700074,AUC
