# git tag version 2.1.1 |  motus version 2.1.1 | map_tax 2.1.1 | gene database: nr2.1.1 | calc_mgc 2.1.1 -y insert.scaled_counts -l 75 | calc_motu 2.1.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.1.1 meta_mOTU_2.1.1
# call: python /home/antonycp/tools/mOTUs_v2/motus profile -q -s /home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R1.fastq.gz,/home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R2.fastq.gz
#mOTU	consensus_taxonomy	unnamed sample
ref_mOTU_v2_2883	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium sp. AGR2158	0.0000000000
ref_mOTU_v2_2884	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio sp. WCD3002	0.0000000000
ref_mOTU_v2_2885	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio sp. VCB2006	0.0000000000
ref_mOTU_v2_2886	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio sp. XBB1001	0.0000000000
ref_mOTU_v2_2887	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio sp. NC3005	0.0000000000
ref_mOTU_v2_2888	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio sp. MC2013	0.0000000000
ref_mOTU_v2_2889	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Pseudobutyrivibrio|s__Pseudobutyrivibrio ruminis	0.0000000000
ref_mOTU_v2_2890	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium paraputrificum	0.0000000000
ref_mOTU_v2_2891	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium cadaveris	0.0000000000
ref_mOTU_v2_2892	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Pseudobutyrivibrio|s__Pseudobutyrivibrio ruminis	0.0000000000
ref_mOTU_v2_2893	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea longicatena	0.0000000000
ref_mOTU_v2_2894	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas ruminantium	0.0000000000
ref_mOTU_v2_2895	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas sp. T16B2	0.0000000000
ref_mOTU_v2_2896	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas sp. CY54-11-8	0.0000000000
ref_mOTU_v2_2897	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas beringensis	0.0000000000
ref_mOTU_v2_2898	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas chukchiensis	0.0000000000
ref_mOTU_v2_2899	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas atlantica	0.0000000000
ref_mOTU_v2_2900	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas adhaerens	0.0000000000
ref_mOTU_v2_2901	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas johnsonii	0.0000000000
ref_mOTU_v2_2902	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas jannaschiana	0.0000000000
ref_mOTU_v2_2903	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas oceanitis	0.0000000000
ref_mOTU_v2_2904	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas polymorpha	0.0000000000
ref_mOTU_v2_2905	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium tumefaciens	0.0000000000
ref_mOTU_v2_2906	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis sp. AC460	0.0000000000
ref_mOTU_v2_2907	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis sp. AC402	0.0000000000
ref_mOTU_v2_2908	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis sp. AC466	0.0000000000
ref_mOTU_v2_2909	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis sp. YBE204	0.0000000000
ref_mOTU_v2_2910	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis|f__Alphaproteobacteria fam. incertae sedis|g__Alphaproteobacteria gen. incertae sedis|s__alpha proteobacterium Mf 1.05b.01	0.0000000000
ref_mOTU_v2_2911	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira multipara	0.0000000000
ref_mOTU_v2_2912	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia sp. Iso899	0.0000000000
ref_mOTU_v2_2913	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Tolumonas|s__Tolumonas sp. BRL6-1	0.0000000000
ref_mOTU_v2_2914	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Gillisia sp. JM1	0.0000000000
ref_mOTU_v2_2915	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides sp. Iso805N	0.0000000000
ref_mOTU_v2_2916	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter woesei	0.0000000000
ref_mOTU_v2_2917	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylothermaceae|g__Methylohalobius|s__Methylohalobius crimeensis	0.0000000000
ref_mOTU_v2_2918	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. A9	0.0000000000
ref_mOTU_v2_2919	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. S6-Spd3	0.0000000000
ref_mOTU_v2_2920	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia order incertae sedis|f__Tissierellia fam. incertae sedis|g__Tissierellia gen. incertae sedis|s__Tissierellia bacterium S7-1-4	0.0000000000
ref_mOTU_v2_2921	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. S7-1-8	0.0000000000
ref_mOTU_v2_2922	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus sphaericus	0.0000000000
ref_mOTU_v2_2923	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea sp. SD6-2	0.0000000000
ref_mOTU_v2_2924	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga lonarensis	0.0000000000
ref_mOTU_v2_2925	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium acidaminophilum	0.0000000000
ref_mOTU_v2_2926	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Neorickettsia|s__Neorickettsia helminthoeca	0.0000000000
ref_mOTU_v2_2927	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis|g__Sphaerotilus|s__Sphaerotilus natans	0.0000000000
ref_mOTU_v2_2928	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zhouia|s__Zhouia amylolytica	0.0000000000
ref_mOTU_v2_2930	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. L2C084A000	0.0000000000
ref_mOTU_v2_2931	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. LNHC252B00	0.0000000000
ref_mOTU_v2_2932	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. LSHC420B00	0.0000000000
ref_mOTU_v2_2933	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. LSJC280B00	0.0000000000
ref_mOTU_v2_2934	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium freneyi	0.0000000000
ref_mOTU_v2_2935	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. S7 MS 2	0.0000000000
ref_mOTU_v2_2936	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. TAA040	0.0000000000
ref_mOTU_v2_2937	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Roseovarius mucosus	0.0000000000
ref_mOTU_v2_2938	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira lacus	0.0000000000
ref_mOTU_v2_2939	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter santoriniensis	0.0000000000
ref_mOTU_v2_2940	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Lunatimonas|s__Lunatimonas lonarensis	0.0000000000
ref_mOTU_v2_2941	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira hampsonii	0.0000000000
ref_mOTU_v2_2942	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. TAA204	0.0000000000
ref_mOTU_v2_2943	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium|s__[Clostridium] josui	0.0000000000
ref_mOTU_v2_2944	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema pedis	0.0000000000
ref_mOTU_v2_2945	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus oryzae	0.0000000000
ref_mOTU_v2_2946	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia sp. UCD-THP	0.0000000000
ref_mOTU_v2_2947	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter sp. UCD-THU	0.0000000000
ref_mOTU_v2_2948	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter vibrioides	0.0000000000
ref_mOTU_v2_2949	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halopiger|s__Halopiger djelfamassiliensis	0.0000000000
ref_mOTU_v2_2950	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halopiger|s__Halopiger goleamassiliensis	0.0000000000
ref_mOTU_v2_2951	k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium saccharolyticum	0.0000000000
ref_mOTU_v2_2952	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus equicursoris	0.0000000000
ref_mOTU_v2_2953	k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobales fam. incertae sedis|g__Sulfolobales gen. incertae sedis|s__Sulfolobales archaeon Acd1	0.0000000000
ref_mOTU_v2_2954	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium intestinale	0.0000000000
ref_mOTU_v2_2955	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas denitrificans	0.0000000000
ref_mOTU_v2_2956	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium|s__[Clostridium] straminisolvens	0.0000000000
ref_mOTU_v2_2957	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseibacterium|s__Roseibacterium elongatum	0.0000000000
ref_mOTU_v2_2958	k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__candidatus Methanomassiliicoccus intestinalis	0.0000000000
ref_mOTU_v2_2959	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus stearothermophilus	0.0000000000
ref_mOTU_v2_2960	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina pacifica	0.0000000000
ref_mOTU_v2_2961	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina megaterium	0.0000000000
ref_mOTU_v2_2962	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter xylinus	0.0000000000
ref_mOTU_v2_2963	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis	0.0000000000
ref_mOTU_v2_2964	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium metallidurans	0.0000000000
ref_mOTU_v2_2965	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. STM 4661	0.0000000000
ref_mOTU_v2_2966	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus flavithermus	0.0000000000
ref_mOTU_v2_2967	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__candidatus Portiera|s__candidatus Portiera aleyrodidarum	0.0000000000
ref_mOTU_v2_2968	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Intestinimonas|s__Intestinimonas butyriciproducens	0.0000000000
ref_mOTU_v2_2969	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus hansupus	0.0000000000
ref_mOTU_v2_2970	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium sp. OHSU_III	0.0000000000
ref_mOTU_v2_2971	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Gracilibacillus|s__Gracilibacillus boraciitolerans	0.0000000000
ref_mOTU_v2_2972	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. URHA0056	0.0000000000
ref_mOTU_v2_2973	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. URHA0054	0.0000000000
ref_mOTU_v2_2974	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp. URHA0036	0.0000000000
ref_mOTU_v2_2975	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter sp. URHA0019	0.0000000000
ref_mOTU_v2_2976	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter sp. URHA0033	0.0000000000
ref_mOTU_v2_2977	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Marmoricola|s__Marmoricola sp. URHB0036	0.0000000000
ref_mOTU_v2_2978	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp. URHD0025	0.0000000000
ref_mOTU_v2_2979	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas sp. ALT199	0.0000000000
ref_mOTU_v2_2980	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. URHB0009	0.0000000000
ref_mOTU_v2_2981	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium sp. URHA0002	0.0000000000
ref_mOTU_v2_2982	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. TAA486	0.0000000000
ref_mOTU_v2_2983	k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis|o__Thaumarchaeota order incertae sedis|f__Thaumarchaeota fam. incertae sedis|g__Thaumarchaeota gen. incertae sedis|s__Thaumarchaeota archaeon SCGC AAA282-K18	0.0000000000
ref_mOTU_v2_2984	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium kansasii	0.0000000000
ref_mOTU_v2_2985	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium oranimense	0.0000000000
ref_mOTU_v2_2986	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter dokdonensis	0.0000000000
ref_mOTU_v2_2988	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas knackmussii	0.0000000000
ref_mOTU_v2_2989	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium dakarense	0.0000000000
ref_mOTU_v2_2990	k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus bathoardescens	0.0000000000
ref_mOTU_v2_2991	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus namurensis	0.0000000000
ref_mOTU_v2_2992	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus cristatus	0.0000000000
ref_mOTU_v2_2993	k__Bacteria|p__Cyanobacteria/Melainabacteria group|c__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Dactylococcopsis|s__Dactylococcopsis salina	0.0000000000
ref_mOTU_v2_2994	k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Chthonomonas calidirosea	0.0000000000
ref_mOTU_v2_2995	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae|g__Salinisphaera|s__Salinisphaera hydrothermalis	0.0000000000
ref_mOTU_v2_2996	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Caldisalinibacter|s__Caldisalinibacter kiritimatiensis	0.0000000000
ref_mOTU_v2_2997	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas sp. KRMCY2	0.0000000000
ref_mOTU_v2_2998	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. ASBs410	0.0000000000
ref_mOTU_v2_2999	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio magneticus	0.0000000000
ref_mOTU_v2_3000	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminiphilus|s__Aminiphilus circumscriptus	0.0000000000
ref_mOTU_v2_3001	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminobacterium|s__Aminobacterium mobile	0.0000000000
ref_mOTU_v2_3002	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium japonicum	0.0000000000
ref_mOTU_v2_3003	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Caldicoprobacteraceae|g__Caldicoprobacter|s__Caldicoprobacter oshimai	0.0000000000
ref_mOTU_v2_3004	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Dechloromonas|s__Dechloromonas agitata	0.0000000000
ref_mOTU_v2_3005	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfitibacter|s__Desulfitibacter alkalitolerans	0.0000000000
ref_mOTU_v2_3006	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulforegula|s__Desulforegula conservatrix	0.0000000000
ref_mOTU_v2_3007	k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Geovibrio|s__Geovibrio sp. L21-Ace-BES	0.0000000000
ref_mOTU_v2_3008	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas sp. EUR3 1.2.1	0.0000000000
ref_mOTU_v2_3009	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Oceanicola|s__Oceanicola sp. HL-35	0.0000000000
ref_mOTU_v2_3010	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__Algoriphagus marincola	0.0000000000
ref_mOTU_v2_3011	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina sp. EUR3 2.2.2	0.0000000000
ref_mOTU_v2_3012	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae|g__Kineosporia|s__Kineosporia aurantiaca	0.0000000000
ref_mOTU_v2_3013	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces thermolilacinus	0.0000000000
ref_mOTU_v2_3014	k__Bacteria|p__candidatus Dependentiae|c__candidatus Dependentiae class incertae sedis|o__candidatus Dependentiae order incertae sedis|f__candidatus Dependentiae fam. incertae sedis|g__Vermiphilus|s__Vermiphilus pyriformis	0.0000000000
ref_mOTU_v2_3015	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces hokutonensis	0.0000000000
ref_mOTU_v2_3016	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus firmus	0.0000000000
ref_mOTU_v2_3017	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio sp. L21-Syr-AB	0.0000000000
ref_mOTU_v2_3018	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Salinispira|s__Salinispira pacifica	0.0000000000
ref_mOTU_v2_3019	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Gracilibacillus|s__Gracilibacillus halophilus	0.0000000000
ref_mOTU_v2_3020	k__Bacteria|p__Acidobacteria|c__Acidobacteria class incertae sedis [subdivision 23]|o__Acidobacteria order incertae sedis [subdivision 23]|f__Acidobacteria fam. incertae sedis [subdivision 23]|g__Thermoanaerobaculum|s__Thermoanaerobaculum aquaticum	0.0000000000
ref_mOTU_v2_3021	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. Br18	0.0000000000
ref_mOTU_v2_3022	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. H14	0.0000000000
